id,flag_reason,num_emotions,word_count,char_count,emotion_tags,clean_text,original_text
6e8dcd12,single_high_risk:playful=0.6,2,16,106,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] The Cossacks on the Russian side of the river were highly satisfied and jovial.","[sarcasm=0.7, playful=0.6] The Cossacks on the Russian side of the river were highly satisfied and jovial."
202a3593,single_high_risk:playful=0.6,2,16,91,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] Finally he flung her from him like a rag, and sank into a chair.","[curious=0.7, playful=0.6] Finally he flung her from him like a rag, and sank into a chair."
bcab150d,single_high_risk:playful=0.6,2,16,103,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] That empty arm chair chilled the effusion of the wedding feast for a moment.","[curious=0.7, playful=0.6] That empty arm chair chilled the effusion of the wedding feast for a moment."
fb04ad7f,single_high_risk:playful=0.6,1,16,69,[playful=0.6],Can I take her into the spare room to lay off her hat when she comes?,[playful=0.6] Can I take her into the spare room to lay off her hat when she comes?
f3158e79,single_high_risk:playful=0.6,2,16,93,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] The desire to hide them may often be itself a part of the disease.","[sarcasm=0.7, playful=0.6] The desire to hide them may often be itself a part of the disease."
5de87004,single_high_risk:playful=0.6,2,16,99,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] ""It is the most dignified thing to come last!"" they said to one another.","[curious=0.7, playful=0.6] ""It is the most dignified thing to come last!"" they said to one another."
ff318c5f,single_high_risk:playful=0.6,1,16,76,[playful=0.6],"He looked upon you as a stranger this morning, but he says he knows you now.","[playful=0.6] He looked upon you as a stranger this morning, but he says he knows you now."
b646f737,single_high_risk:playful=0.6,2,16,99,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Stick a pin in the bosom of thy shirt, before thou enterest her parlour.","[sarcasm=0.7, playful=0.6] Stick a pin in the bosom of thy shirt, before thou enterest her parlour."
690815cd,single_high_risk:playful=0.6,2,16,112,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] The French nation bought this portrait, and it hangs in the Luxembourg Museum, Paris.","[curious=0.7, playful=0.6] The French nation bought this portrait, and it hangs in the Luxembourg Museum, Paris."
80dbb910,single_high_risk:playful=0.6,2,15,90,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] I shall be hungry this summer, and I shall be cold this winter.","[curious=0.7, playful=0.6] I shall be hungry this summer, and I shall be cold this winter."
13dc70be,single_high_risk:playful=0.6,2,15,103,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] He sees men and women too frequently in the refracting shallows of theories.","[curious=0.7, playful=0.6] He sees men and women too frequently in the refracting shallows of theories."
61f44c1c,single_high_risk:playful=0.6,2,15,100,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] It was impossible for the wedding carriages to go directly to Saint Paul.","[curious=0.7, playful=0.6] It was impossible for the wedding carriages to go directly to Saint Paul."
513cc2e1,single_high_risk:playful=0.6,1,15,81,[playful=0.6],"It was not found, however, and the countryside was in a state bordering on panic.","[playful=0.6] It was not found, however, and the countryside was in a state bordering on panic."
31e0b9e3,single_high_risk:playful=0.6,2,15,88,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] ""No, I knocked up his gun as he fired, "" explained Mr. Jenks.","[curious=0.7, playful=0.6] ""No, I knocked up his gun as he fired, "" explained Mr. Jenks."
9f423df6,single_high_risk:playful=0.6,2,15,91,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] But I don't use poison, and I don't play with mysterious X rays.","[curious=0.7, playful=0.6] But I don't use poison, and I don't play with mysterious X rays."
ecddc968,single_high_risk:playful=0.6,2,15,97,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] He would not listen to our proceeding any farther before the next day.","[curious=0.7, playful=0.6] He would not listen to our proceeding any farther before the next day."
fd22eed9,single_high_risk:playful=0.6,1,15,78,[playful=0.6],She started when she saw him: some change had passed on him since the morning!,[playful=0.6] She started when she saw him: some change had passed on him since the morning!
9dc2705d,single_high_risk:playful=0.6,2,15,92,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] ""You just oblige me, partner, "" he replied in his own soft voice.","[sarcasm=0.7, playful=0.6] ""You just oblige me, partner, "" he replied in his own soft voice."
b14593dc,single_high_risk:playful=0.6,1,15,89,[playful=0.6],"Such plays as the romans delighted in, impossible to describe, were acted in the theatre.","[playful=0.6] Such plays as the romans delighted in, impossible to describe, were acted in the theatre."
03365f76,single_high_risk:playful=0.6,2,14,84,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] She can't get it out of her head, even after fifty years.","[sarcasm=0.7, playful=0.6] She can't get it out of her head, even after fifty years."
368f9bc0,single_high_risk:playful=0.6,1,14,72,[playful=0.6],How did Aunt Celia relax sufficiently to allow me to find her a lodging?,[playful=0.6] How did Aunt Celia relax sufficiently to allow me to find her a lodging?
7eee1f14,single_high_risk:playful=0.6,2,14,88,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] He was glad that he had not suspected the young man unjustly.","[sarcasm=0.7, playful=0.6] He was glad that he had not suspected the young man unjustly."
530ee77b,single_high_risk:playful=0.6,1,14,69,[playful=0.6],"One saw his very face, and cried out what a glorious creature he was!","[playful=0.6] One saw his very face, and cried out what a glorious creature he was!"
89496412,single_high_risk:playful=0.6,1,13,59,[playful=0.6],So will he lie bound till the Twilight of the Gods be here.,[playful=0.6] So will he lie bound till the Twilight of the Gods be here.
d2695e33,single_high_risk:playful=0.6,2,13,76,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] A man sprang at me and caught me by the shoulder.","[curious=0.7, playful=0.6] A man sprang at me and caught me by the shoulder."
96baaf9e,single_high_risk:playful=0.6,1,13,71,[playful=0.6],"He did not work, like the German monk, by reasoning, but by enthusiasm.","[playful=0.6] He did not work, like the German monk, by reasoning, but by enthusiasm."
e3054b4d,single_high_risk:playful=0.6,2,13,112,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Apartments along here expensive-probably hundred and fifty a month-maybe two hundred.","[sarcasm=0.7, playful=0.6] Apartments along here expensive-probably hundred and fifty a month-maybe two hundred."
4449dfb0,single_high_risk:playful=0.6,1,13,80,[playful=0.6],"Consider, sir, how many thousands of medical students there are in this country.","[playful=0.6] Consider, sir, how many thousands of medical students there are in this country."
0d246ed8,single_high_risk:playful=0.6,2,13,92,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Once in Ohio several lads were collected together about a spring.","[sarcasm=0.7, playful=0.6] Once in Ohio several lads were collected together about a spring."
18d484ec,single_high_risk:playful=0.6,1,13,78,[playful=0.6],Not until the eighteenth century was each key provided with a separate string.,[playful=0.6] Not until the eighteenth century was each key provided with a separate string.
7ea067cf,single_high_risk:playful=0.6,1,13,84,[playful=0.6],"Everything which exists being a scattered Carnival, there is no longer any Carnival.","[playful=0.6] Everything which exists being a scattered Carnival, there is no longer any Carnival."
67e2be87,single_high_risk:playful=0.6,1,13,69,[playful=0.6],"Look here, Pitt-you know that I was to have had Miss Crawley's money.","[playful=0.6] Look here, Pitt-you know that I was to have had Miss Crawley's money."
f6dcd4af,single_high_risk:playful=0.6,2,13,93,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] But for the most part this remnant that worked, worked hopelessly.","[sarcasm=0.7, playful=0.6] But for the most part this remnant that worked, worked hopelessly."
6a08dbfa,single_high_risk:playful=0.6,2,12,102,[curious=0.7] [playful=0.6],"[curious=0.7, playful=0.6] Uncle Balloon!—Tells very amusing stories... when ladies are not present...","[curious=0.7, playful=0.6] Uncle Balloon!—Tells very amusing stories... when ladies are not present..."
58c2cc9c,single_high_risk:playful=0.6,1,12,67,[playful=0.6],Their smallness of size was not necessarily too much of a handicap.,[playful=0.6] Their smallness of size was not necessarily too much of a handicap.
f0c722a2,single_high_risk:playful=0.6,2,12,81,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] ""They refuse to obey my orders, "" said esther faintly.","[sarcasm=0.7, playful=0.6] ""They refuse to obey my orders, "" said esther faintly."
3f97a21d,single_high_risk:playful=0.6,2,12,81,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] His bride was the loveliest and most devoted of women.","[sarcasm=0.7, playful=0.6] His bride was the loveliest and most devoted of women."
ff05896a,single_high_risk:playful=0.6,2,12,97,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] Something seemed to tick suddenly, somewhere deep in my consciousness.","[sarcasm=0.7, playful=0.6] Something seemed to tick suddenly, somewhere deep in my consciousness."
5de7a16b,single_high_risk:playful=0.6,1,12,53,[playful=0.6],The old man fitted the key to the lock and turned it.,[playful=0.6] The old man fitted the key to the lock and turned it.
8f780ca2,single_high_risk:playful=0.6,1,12,63,[playful=0.6],"Yes, sir, responded Jerry, as he wiped the smile from his eyes.","[playful=0.6] Yes, sir, responded Jerry, as he wiped the smile from his eyes."
4f3cd7ad,single_high_risk:playful=0.6,2,12,78,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] His wings were black with patches of white on them.","[sarcasm=0.7, playful=0.6] His wings were black with patches of white on them."
a43e8d72,single_high_risk:playful=0.6,1,12,74,[playful=0.6],Aetius advised Placidia to dismiss Boniface and call him home from Africa.,[playful=0.6] Aetius advised Placidia to dismiss Boniface and call him home from Africa.
1ccd2c09,single_high_risk:playful=0.6,2,12,86,[playful=0.6] [sarcasm=0.7],"[sarcasm=0.7, playful=0.6] ""Oh, Alice, my dear, "" pleaded Mrs. Greggory again, feebly.","[sarcasm=0.7, playful=0.6] ""Oh, Alice, my dear, "" pleaded Mrs. Greggory again, feebly."
